"","HLTH_SERVICE_DLVR_AREA_NAME","date","wildfire_pm25","average_mo_raqdpsfw","average_mo_raqdps"
"1","Central Vancouver Island",2018-03-01,0,1.02865555555556,1.28601863799283
"2","Central Vancouver Island",2018-04-01,0.23155397609004,1.35232678938124,1.1207728132912
"3","Central Vancouver Island",2018-05-01,0,1.89808692411924,2.01526523297491
"4","Central Vancouver Island",2018-06-01,0,0.738604841269841,0.801579398148148
"5","Central Vancouver Island",2018-07-01,0.37692095390732,2.00474769647696,1.62782674256964
"6","Central Vancouver Island",2018-08-01,23.4504062072336,25.5567121212121,2.10630591397849
"7","Central Vancouver Island",2018-09-01,0.371053733660134,1.29501377995643,0.923960046296296
"8","Central Vancouver Island",2018-10-01,0.62800256901548,2.62059024822695,1.99258767921147
"9","Central Vancouver Island",2018-11-01,0,0.397134126984127,0.977555833333333
"10","Central Vancouver Island",2019-04-01,0,0.765467361111111,0.776783842796043
"11","Central Vancouver Island",2019-05-01,0.17476142594207,1.62883911411411,1.45407768817204
"12","Central Vancouver Island",2019-06-01,0,0.934748688271605,1.015775
"13","Central Vancouver Island",2019-07-01,0.089865380926527,0.61474864498645,0.524883264059923
"14","Central Vancouver Island",2019-08-01,0.246176323728853,1.01208543543544,0.765909111706587
"15","Central Vancouver Island",2019-09-01,0,0.64748112745098,0.694283796296296
"16","Central Vancouver Island",2019-10-01,0,0.794913211382114,0.898039023297491
"17","Central Vancouver Island",2019-11-01,0,1.03867150997151,1.10057865740741
"18","Central Vancouver Island",2020-03-01,0,0.450162301587302,0.726324775985663
"19","Central Vancouver Island",2020-04-01,0.00836537037037,0.789340972222222,0.780975601851852
"20","Central Vancouver Island",2020-05-01,0.01765113313918,1.0597833912037,1.04213225806452
"21","Central Vancouver Island",2020-06-01,0.0208339351851851,0.771204166666667,0.750370231481482
"22","Central Vancouver Island",2020-07-01,0.0816900443860961,0.721608010335917,0.639917965949821
"23","Central Vancouver Island",2020-08-01,0.00491127912186307,0.676661458333333,0.67175017921147
"24","Central Vancouver Island",2020-09-01,13.7357814342001,14.7724343971631,1.03665296296296
"25","Central Vancouver Island",2020-10-01,0.559912356257466,1.50204241898148,0.942130062724014
"26","Central Vancouver Island",2020-11-01,0.0295296626984121,0.76609619047619,0.736566527777778
"27","Central Vancouver Island",2020-12-01,0,1.17698888888889,1.17978924731183
"28","Central Vancouver Island",2021-01-01,0.0419538774845198,1.05083712121212,1.0088832437276
"29","Central Vancouver Island",2021-02-01,0.0719926159688009,0.633797030651341,0.56180441468254
"30","Central Vancouver Island",2021-03-01,0.061110629140871,0.913016498316498,0.851905869175627
"31","Central Vancouver Island",2021-04-01,0.104663700716846,0.93240564516129,0.827741944444444
"32","Central Vancouver Island",2021-05-01,0.044030463314358,0.819625490196078,0.77559502688172
"33","Central Vancouver Island",2021-06-01,0,0.697005253661234,0.748506388888889
"34","Central Vancouver Island",2021-07-01,0,0.728986625514403,0.901482840501792
"35","Central Vancouver Island",2021-08-01,0.626296613430315,1.50276879084967,0.876472177419355
"36","Central Vancouver Island",2021-09-01,0.011047037037037,0.803574074074074,0.792527037037037
"37","Central Vancouver Island",2021-10-01,0.08723209485407,0.708548313492063,0.621316218637993
"38","Central Vancouver Island",2021-11-01,0.133157373058542,0.780024641577061,0.646867268518519
"39","Central Vancouver Island",2021-12-01,0,0.477538438438438,0.520221998207885
"40","Central Vancouver Island",2022-01-01,0,1.63887838541667,1.6632828042328
"41","Central Vancouver Island",2022-02-01,0,0.876047222222222,0.964086046511628
"42","Central Vancouver Island",2022-03-01,0,0.96448648989899,0.998211574074074
"43","Central Vancouver Island",2022-04-01,0.038912834989461,0.565038143631436,0.526125308641975
"44","Central Vancouver Island",2022-05-01,0,0.591232026143791,0.605865777777778
"45","Central Vancouver Island",2022-06-01,0,0.590337654320988,0.591997048611111
"46","Central Vancouver Island",2022-07-01,0.103126172726035,0.859075954861111,0.755949782135076
"47","Central Vancouver Island",2022-08-01,0.74785824160074,2.16192763157895,1.41406938997821
"48","Central Vancouver Island",2022-09-01,1.40340701745237,2.28552066993464,0.88211365248227
"49","Central Vancouver Island",2022-10-01,1.15537675422021,2.68618780864198,1.53081105442177
"50","Central Vancouver Island",2022-11-01,0.26801144497863,1.386399002849,1.11838755787037
"51","Central Vancouver Island",2022-12-01,0,0.549803455284553,0.55481045751634
"52","Central Vancouver Island",2023-01-01,0,0.985401599326599,1.07419532407407
"53","Central Vancouver Island",2023-02-01,0,0.509681272401434,0.844662797619048
"54","Central Vancouver Island",2023-03-01,0.266195718525986,1.14916328125,0.882967562724014
"55","Central Vancouver Island",2023-04-01,0.12427596707819,0.712547777777778,0.588271810699588
"56","Central Vancouver Island",2023-05-01,0,1.20988799283154,1.23395629960317
"57","Central Vancouver Island",2023-06-01,0.200370188816267,0.953816176470588,0.753445987654321
"58","Central Vancouver Island",2023-07-01,0.243918990559186,0.761491830065359,0.517572839506173
"59","Central Vancouver Island",2023-08-01,4.97756968318607,5.83583422939068,0.858264546204614
"60","Central Vancouver Island",2023-09-01,0,0.597421626984127,0.654523036398467
"61","East Kootenay",2018-03-01,0.10792678467116,0.547141362460477,0.439214577789317
"62","East Kootenay",2018-04-01,0.173991902304739,0.671630757216026,0.497638854911287
"63","East Kootenay",2018-05-01,0.09888378516576,1.69008835451735,1.59120456935159
"64","East Kootenay",2018-06-01,0.107967442751748,0.84405160103478,0.736084158283032
"65","East Kootenay",2018-07-01,1.39859918656272,2.34501055111155,0.946411364548825
"66","East Kootenay",2018-08-01,34.9077372941461,36.6755542344979,1.76781694035179
"67","East Kootenay",2018-09-01,2.86834343551505,3.59491179232256,0.726568356807512
"68","East Kootenay",2018-10-01,1.02083933249463,2.16317467357336,1.14233534107873
"69","East Kootenay",2018-11-01,0,0.252507042253521,0.312390905432596
"70","East Kootenay",2019-04-01,0.123156730178843,0.648017404426559,0.524860674247716
"71","East Kootenay",2019-05-01,0.621517191729274,1.4050298548045,0.783512663075226
"72","East Kootenay",2019-06-01,0,0.638457366420747,0.703931844399732
"73","East Kootenay",2019-07-01,0.462761998814644,1.17468773617314,0.711925737358496
"74","East Kootenay",2019-08-01,0.57212671692889,1.60857797596389,1.036451259035
"75","East Kootenay",2019-09-01,0,0.840893999289857,0.86419733065057
"76","East Kootenay",2019-10-01,0.094868129627489,0.460574431957599,0.36570630233011
"77","East Kootenay",2019-11-01,0.000230760976112965,0.538625475932518,0.538394714956405
"78","East Kootenay",2020-03-01,0,0.234812992239149,0.533649211397417
"79","East Kootenay",2020-04-01,0.064117657612341,0.670857671026157,0.606740013413816
"80","East Kootenay",2020-05-01,0.00732821661149707,0.608152984574111,0.600824767962614
"81","East Kootenay",2020-06-01,0.0691664957863121,0.828538273116963,0.759371777330651
"82","East Kootenay",2020-07-01,0.283083509006024,0.887069580272332,0.603986071266308
"83","East Kootenay",2020-08-01,1.9404831104909,3.20145187793427,1.26096876744337
"84","East Kootenay",2020-09-01,21.0385197736775,22.0278243075474,0.989304533869886
"85","East Kootenay",2020-10-01,0.61079666169057,1.29289087860496,0.68209421691439
"86","East Kootenay",2020-11-01,0.119795985436428,0.499673584363323,0.379877598926895
"87","East Kootenay",2020-12-01,0.034845408282301,0.562915960628637,0.528070552346336
"88","East Kootenay",2021-01-01,0.074143169869658,0.55445853301628,0.480315363146622
"89","East Kootenay",2021-02-01,0.021129154731344,0.374317269132034,0.35318811440069
"90","East Kootenay",2021-03-01,0.041166618085837,0.54203411987074,0.500867501784903
"91","East Kootenay",2021-04-01,0,0.669405932368404,0.712501448692153
"92","East Kootenay",2021-05-01,0.20468351971411,0.858398129956208,0.653714610242098
"93","East Kootenay",2021-06-01,0.14057747552287,0.943392465462508,0.802814989939638
"94","East Kootenay",2021-07-01,27.7353420893341,29.5668663834861,1.83152429415201
"95","East Kootenay",2021-08-01,7.32175294346726,8.58124748490946,1.2594945414422
"96","East Kootenay",2021-09-01,1.71301533199195,2.41124882629108,0.698233494299128
"97","East Kootenay",2021-10-01,0.142560999174773,0.732008393216442,0.589447394041669
"98","East Kootenay",2021-11-01,0.08820302589732,0.475049263321867,0.386846237424547
"99","East Kootenay",2021-12-01,0.007620756184886,0.289507732883789,0.281886976698903
"100","East Kootenay",2022-01-01,0.013055991903804,0.613352188128773,0.600296196224969
"101","East Kootenay",2022-02-01,0,0.422576361394171,0.511299817509709
"102","East Kootenay",2022-03-01,0,0.677420413389427,0.727619450033535
"103","East Kootenay",2022-04-01,0.013156297568609,0.465643558914462,0.452487261345853
"104","East Kootenay",2022-05-01,0.084675824357912,0.751997514498757,0.667321690140845
"105","East Kootenay",2022-06-01,0,0.572594723898949,0.619088648558015
"106","East Kootenay",2022-07-01,0.23795429390065,1.25189650402414,1.01394221012349
"107","East Kootenay",2022-08-01,6.11330038684117,8.17349359313777,2.0601932062966
"108","East Kootenay",2022-09-01,6.61773928980642,7.81434503491537,1.19660574510895
"109","East Kootenay",2022-10-01,2.76847679729169,4.0249941873463,1.25651739005461
"110","East Kootenay",2022-11-01,0.097828150957024,0.575538915544549,0.477710764587525
"111","East Kootenay",2022-12-01,0.018916523916334,0.317549040584973,0.298632516668639
"112","East Kootenay",2023-01-01,0,0.41539832937016,0.447657531857814
"113","East Kootenay",2023-02-01,0,0.344819938988771,0.429411626904283
"114","East Kootenay",2023-03-01,0.180940778542221,0.647815342052314,0.466874563510093
"115","East Kootenay",2023-04-01,0.186232261718459,0.718069671361502,0.531837409643043
"116","East Kootenay",2023-05-01,7.81780502971747,9.14314272733173,1.32533769761426
"117","East Kootenay",2023-06-01,2.91609191006606,3.83716960587052,0.921077695804456
"118","East Kootenay",2023-07-01,6.13775445702537,7.05897526334477,0.921220806319398
"119","East Kootenay",2023-08-01,9.79965757619226,10.8916253650938,1.09196778890154
"120","East Kootenay",2023-09-01,1.04089458921013,2.06611411325093,1.0252195240408
"121","Fraser East",2018-03-01,0.00589833495913095,0.982236079249218,0.976337744290087
"122","Fraser East",2018-04-01,0.10542476194433,1.12678275298627,1.02135799104194
"123","Fraser East",2018-05-01,0.0557462518736398,3.56148121773189,3.50573496585825
"124","Fraser East",2018-06-01,0.06459681612791,2.09657968717414,2.03198287104623
"125","Fraser East",2018-07-01,0.91038393237356,3.50157393626491,2.59119000389135
"126","Fraser East",2018-08-01,23.5831963653488,27.4108161911082,3.82761982575936
"127","Fraser East",2018-09-01,0.9880421497066,2.40991441248032,1.42187226277372
"128","Fraser East",2018-10-01,0.80452681091534,2.22708979655226,1.42256298563692
"129","Fraser East",2018-11-01,0,0.385693430656934,0.552427639902676
"130","Fraser East",2019-04-01,0.14165085137805,1.16446040145985,1.0228095500818
"131","Fraser East",2019-05-01,0.60624374534648,2.81584904320379,2.20960529785731
"132","Fraser East",2019-06-01,0,1.6447596107056,1.70393294403893
"133","Fraser East",2019-07-01,0.0521779451118001,1.3535866120705,1.3014086669587
"134","Fraser East",2019-08-01,0.43069814579226,2.2655103570724,1.83481221128014
"135","Fraser East",2019-09-01,0,1.18928295405754,1.40282126520681
"136","Fraser East",2019-10-01,0,0.74460559017269,0.853627407581823
"137","Fraser East",2019-11-01,0.0828225116975501,1.22188440950777,1.13906189781022
"138","Fraser East",2020-03-01,0,0.655493639207508,1.16895163644926
"139","Fraser East",2020-04-01,0.0995787834549899,1.72434379562044,1.62476501216545
"140","Fraser East",2020-05-01,0.0738292363236801,1.38085523114355,1.30702599481987
"141","Fraser East",2020-06-01,0.0355730223209501,1.48579574738178,1.45022272506083
"142","Fraser East",2020-07-01,0.3273876213579,1.59603136988627,1.26864374852837
"143","Fraser East",2020-08-01,0.21304663291735,2.05569890510949,1.84265227219214
"144","Fraser East",2020-09-01,17.004147281669,19.0378058704768,2.03365858880779
"145","Fraser East",2020-10-01,0.89466659210423,2.04680669099757,1.15214009889334
"146","Fraser East",2020-11-01,0.108076517205422,0.697657393117831,0.589580875912409
"147","Fraser East",2020-12-01,0.056761324687061,0.771276464785954,0.714515140098893
"148","Fraser East",2021-01-01,0.063404968926372,0.848423711568237,0.785018742641865
"149","Fraser East",2021-02-01,0.018458381575635,0.474232469166876,0.455774087591241
"150","Fraser East",2021-03-01,0.09217788813494,1.30281937624419,1.21064148810925
"151","Fraser East",2021-04-01,0,1.41965311984931,1.47614418491484
"152","Fraser East",2021-05-01,0.0258037202731298,1.68122627737226,1.65542255709913
"153","Fraser East",2021-06-01,0.17845933157244,1.65443161867706,1.47597228710462
"154","Fraser East",2021-07-01,3.38171602612737,5.72847256015139,2.34675653402402
"155","Fraser East",2021-08-01,7.95531027576562,10.2005135251181,2.24520324935248
"156","Fraser East",2021-09-01,0.94756854825628,2.2328304947283,1.28526194647202
"157","Fraser East",2021-10-01,0.00768126072185404,0.844339937434828,0.836658676712974
"158","Fraser East",2021-11-01,0.0234498783454991,0.680884671532847,0.657434793187348
"159","Fraser East",2021-12-01,0,0.421688952456106,0.471260901813044
"160","Fraser East",2022-01-01,0.00379512947515015,1.13871414233577,1.13491901286062
"161","Fraser East",2022-02-01,0,0.832026277372263,0.883206654218299
"162","Fraser East",2022-03-01,0,0.934315129396151,1.18318236009732
"163","Fraser East",2022-04-01,0.0438424465412529,1.03424212212925,0.990399675587997
"164","Fraser East",2022-05-01,0.0737449102619201,1.22692528982396,1.15318037956204
"165","Fraser East",2022-06-01,0.020421897810218,0.86059805352798,0.840176155717762
"166","Fraser East",2022-07-01,0.32639605159582,2.37507983576642,2.0486837841706
"167","Fraser East",2022-08-01,2.50071272814926,5.71071456012293,3.21000183197367
"168","Fraser East",2022-09-01,5.95869945095603,8.21295079433233,2.2542513433763
"169","Fraser East",2022-10-01,14.6291041627356,16.7663132197891,2.13720905705348
"170","Fraser East",2022-11-01,0.278240585813214,0.929176717200075,0.650936131386861
"171","Fraser East",2022-12-01,0.00321114543734502,0.474190564358198,0.470979418920853
"172","Fraser East",2023-01-01,0.053803534616235,0.674157841185578,0.620354306569343
